Municipality,Year,pastures_area_munic_ha
Amadora,2011,39.2
Amadora,2012,34.3
Amadora,2013,29.4
Amadora,2014,24.5
Amadora,2015,19.599999999999998
Amadora,2016,14.699999999999996
Amadora,2017,9.799999999999997
Amadora,2018,4.899999999999999
Amadora,2019,0.0
Amadora,2020,0.0
Odivelas,1995,58.800000000000004
Odivelas,1996,68.60000000000001
Odivelas,1997,78.4
Odivelas,1998,88.2
Odivelas,1999,98.0
Odivelas,2000,120.7
Odivelas,2001,143.4
Odivelas,2002,166.1
Odivelas,2003,188.8
Odivelas,2004,211.5
Odivelas,2005,234.2
Odivelas,2006,256.9
Odivelas,2007,279.6
Odivelas,2008,302.29999999999995
Odivelas,2009,325.0
Odivelas,2010,347.7
Odivelas,2011,370.4
Odivelas,2012,393.1
Odivelas,2013,415.8
Odivelas,2014,438.5
Odivelas,2015,461.2
Odivelas,2016,483.9
Odivelas,2017,506.6
Odivelas,2018,529.3
Odivelas,2019,552.0
Odivelas,2020,552.0
Abrantes,1995,1833.4
Abrantes,1996,1731.3000000000002
Abrantes,1997,1629.2
Abrantes,1998,1527.1
Abrantes,1999,1425.0
Abrantes,2000,1864.3
Abrantes,2001,2303.6
Abrantes,2002,2742.9
Abrantes,2003,3182.2
Abrantes,2004,3621.5
Abrantes,2005,4060.8
Abrantes,2006,4500.1
Abrantes,2007,4939.4
Abrantes,2008,5378.700000000001
Abrantes,2009,5818.0
Abrantes,2010,6257.3
Abrantes,2011,6696.6
Abrantes,2012,7135.9
Abrantes,2013,7575.2
Abrantes,2014,8014.5
Abrantes,2015,8453.8
Abrantes,2016,8893.1
Abrantes,2017,9332.4
Abrantes,2018,9771.7
Abrantes,2019,10211.0
Abrantes,2020,10211.0
Alcanena,1995,1219.6
Alcanena,1996,1223.2
Alcanena,1997,1226.8
Alcanena,1998,1230.4
Alcanena,1999,1234.0
Alcanena,2000,1260.7
Alcanena,2001,1287.4
Alcanena,2002,1314.1
Alcanena,2003,1340.8
Alcanena,2004,1367.5
Alcanena,2005,1394.2
Alcanena,2006,1420.9
Alcanena,2007,1447.6
Alcanena,2008,1474.3
Alcanena,2009,1501.0
Alcanena,2010,1527.7
Alcanena,2011,1554.4
Alcanena,2012,1581.1
Alcanena,2013,1607.8
Alcanena,2014,1634.5
Alcanena,2015,1661.2
Alcanena,2016,1687.9
Alcanena,2017,1714.6
Alcanena,2018,1741.3
Alcanena,2019,1768.0
Alcanena,2020,1768.0
Almeirim,1995,1178.8
Almeirim,1996,1104.6
Almeirim,1997,1030.4
Almeirim,1998,956.1999999999999
Almeirim,1999,882.0
Almeirim,2000,905.6
Almeirim,2001,929.2
Almeirim,2002,952.8
Almeirim,2003,976.4
Almeirim,2004,1000.0
Almeirim,2005,1023.6
Almeirim,2006,1047.2
Almeirim,2007,1070.8
Almeirim,2008,1094.4
Almeirim,2009,1118.0
Almeirim,2010,1141.6
Almeirim,2011,1165.2
Almeirim,2012,1188.8
Almeirim,2013,1212.4
Almeirim,2014,1236.0
Almeirim,2015,1259.6
Almeirim,2016,1283.2
Almeirim,2017,1306.8
Almeirim,2018,1330.4
Almeirim,2019,1354.0
Almeirim,2020,1354.0
Alpiarça,1995,1918.3999999999999
Alpiarça,1996,2228.2999999999997
Alpiarça,1997,2538.2
Alpiarça,1998,2848.1
Alpiarça,1999,3158.0
Alpiarça,2000,2884.8
Alpiarça,2001,2611.6
Alpiarça,2002,2338.4
Alpiarça,2003,2065.2
Alpiarça,2004,1792.0
Alpiarça,2005,1518.8000000000002
Alpiarça,2006,1245.6000000000001
Alpiarça,2007,972.4000000000001
Alpiarça,2008,699.2000000000003
Alpiarça,2009,426.0
Alpiarça,2010,383.4
Alpiarça,2011,340.8
Alpiarça,2012,298.2
Alpiarça,2013,255.6
Alpiarça,2014,213.0
Alpiarça,2015,170.39999999999998
Alpiarça,2016,127.80000000000001
Alpiarça,2017,85.19999999999999
Alpiarça,2018,42.599999999999966
Alpiarça,2019,0.0
Alpiarça,2020,0.0
Benavente,1995,13329.8
Benavente,1996,14067.099999999999
Benavente,1997,14804.4
Benavente,1998,15541.7
Benavente,1999,16279.0
Benavente,2000,16145.8
Benavente,2001,16012.6
Benavente,2002,15879.4
Benavente,2003,15746.2
Benavente,2004,15613.0
Benavente,2005,15479.8
Benavente,2006,15346.6
Benavente,2007,15213.4
Benavente,2008,15080.2
Benavente,2009,14947.0
Benavente,2010,14813.8
Benavente,2011,14680.6
Benavente,2012,14547.4
Benavente,2013,14414.2
Benavente,2014,14281.0
Benavente,2015,14147.8
Benavente,2016,14014.6
Benavente,2017,13881.4
Benavente,2018,13748.2
Benavente,2019,13615.0
Benavente,2020,13615.0
Cartaxo,1995,702.0
Cartaxo,1996,734.0
Cartaxo,1997,766.0
Cartaxo,1998,798.0
Cartaxo,1999,830.0
Cartaxo,2000,800.5
Cartaxo,2001,771.0
Cartaxo,2002,741.5
Cartaxo,2003,712.0
Cartaxo,2004,682.5
Cartaxo,2005,653.0
Cartaxo,2006,623.5
Cartaxo,2007,594.0
Cartaxo,2008,564.5
Cartaxo,2009,535.0
Cartaxo,2010,505.5
Cartaxo,2011,476.0
Cartaxo,2012,446.5
Cartaxo,2013,417.0
Cartaxo,2014,387.5
Cartaxo,2015,358.0
Cartaxo,2016,328.5
Cartaxo,2017,299.0
Cartaxo,2018,269.5
Cartaxo,2019,240.0
Cartaxo,2020,240.0
Chamusca,1995,10201.0
Chamusca,1996,11307.5
Chamusca,1997,12414.0
Chamusca,1998,13520.5
Chamusca,1999,14627.0
Chamusca,2000,15320.2
Chamusca,2001,16013.4
Chamusca,2002,16706.6
Chamusca,2003,17399.8
Chamusca,2004,18093.0
Chamusca,2005,18786.2
Chamusca,2006,19479.4
Chamusca,2007,20172.6
Chamusca,2008,20865.8
Chamusca,2009,21559.0
Chamusca,2010,22252.2
Chamusca,2011,22945.4
Chamusca,2012,23638.6
Chamusca,2013,24331.8
Chamusca,2014,25025.0
Chamusca,2015,25718.2
Chamusca,2016,26411.4
Chamusca,2017,27104.6
Chamusca,2018,27797.8
Chamusca,2019,28491.0
Chamusca,2020,28491.0
Constância,1995,148.60000000000002
Constância,1996,115.20000000000002
Constância,1997,81.80000000000001
Constância,1998,48.400000000000034
Constância,1999,15.0
Constância,2000,29.2
Constância,2001,43.4
Constância,2002,57.599999999999994
Constância,2003,71.8
Constância,2004,86.0
Constância,2005,100.19999999999999
Constância,2006,114.39999999999999
Constância,2007,128.6
Constância,2008,142.8
Constância,2009,157.0
Constância,2010,171.2
Constância,2011,185.4
Constância,2012,199.6
Constância,2013,213.8
Constância,2014,228.0
Constância,2015,242.2
Constância,2016,256.4
Constância,2017,270.6
Constância,2018,284.8
Constância,2019,299.0
Constância,2020,299.0
Coruche,1995,34144.8
Coruche,1996,36614.100000000006
Coruche,1997,39083.4
Coruche,1998,41552.7
Coruche,1999,44022.0
Coruche,2000,43095.4
Coruche,2001,42168.8
Coruche,2002,41242.2
Coruche,2003,40315.6
Coruche,2004,39389.0
Coruche,2005,38462.4
Coruche,2006,37535.8
Coruche,2007,36609.2
Coruche,2008,35682.6
Coruche,2009,34756.0
Coruche,2010,33829.4
Coruche,2011,32902.8
Coruche,2012,31976.2
Coruche,2013,31049.6
Coruche,2014,30123.0
Coruche,2015,29196.4
Coruche,2016,28269.8
Coruche,2017,27343.2
Coruche,2018,26416.6
Coruche,2019,25490.0
Coruche,2020,25490.0
Entroncamento,1995,31.0
Entroncamento,1996,30.0
Entroncamento,1997,29.0
Entroncamento,1998,28.0
Entroncamento,1999,27.0
Entroncamento,2000,30.7
Entroncamento,2001,34.4
Entroncamento,2002,38.1
Entroncamento,2003,41.8
Entroncamento,2004,45.5
Entroncamento,2005,49.2
Entroncamento,2006,52.900000000000006
Entroncamento,2007,56.6
Entroncamento,2008,60.300000000000004
Entroncamento,2009,64.0
Entroncamento,2010,67.7
Entroncamento,2011,71.4
Entroncamento,2012,75.1
Entroncamento,2013,78.8
Entroncamento,2014,82.5
Entroncamento,2015,86.2
Entroncamento,2016,89.9
Entroncamento,2017,93.6
Entroncamento,2018,97.30000000000001
Entroncamento,2019,101.0
Entroncamento,2020,101.0
Ferreira do Zêzere,1995,831.2
Ferreira do Zêzere,1996,937.4
Ferreira do Zêzere,1997,1043.6
Ferreira do Zêzere,1998,1149.8000000000002
Ferreira do Zêzere,1999,1256.0
Ferreira do Zêzere,2000,1160.1
Ferreira do Zêzere,2001,1064.2
Ferreira do Zêzere,2002,968.3
Ferreira do Zêzere,2003,872.4
Ferreira do Zêzere,2004,776.5
Ferreira do Zêzere,2005,680.5999999999999
Ferreira do Zêzere,2006,584.6999999999999
Ferreira do Zêzere,2007,488.79999999999995
Ferreira do Zêzere,2008,392.9
Ferreira do Zêzere,2009,297.0
Ferreira do Zêzere,2010,267.3
Ferreira do Zêzere,2011,237.6
Ferreira do Zêzere,2012,207.9
Ferreira do Zêzere,2013,178.2
Ferreira do Zêzere,2014,148.5
Ferreira do Zêzere,2015,118.80000000000001
Ferreira do Zêzere,2016,89.1
Ferreira do Zêzere,2017,59.400000000000006
Ferreira do Zêzere,2018,29.69999999999999
Ferreira do Zêzere,2019,0.0
Ferreira do Zêzere,2020,0.0
Golegã,1995,474.4
Golegã,1996,515.8
Golegã,1997,557.2
Golegã,1998,598.5999999999999
Golegã,1999,640.0
Golegã,2000,589.3
Golegã,2001,538.6
Golegã,2002,487.9
Golegã,2003,437.2
Golegã,2004,386.5
Golegã,2005,335.79999999999995
Golegã,2006,285.09999999999997
Golegã,2007,234.39999999999998
Golegã,2008,183.7
Golegã,2009,133.0
Golegã,2010,119.7
Golegã,2011,106.4
Golegã,2012,93.1
Golegã,2013,79.8
Golegã,2014,66.5
Golegã,2015,53.19999999999999
Golegã,2016,39.89999999999999
Golegã,2017,26.599999999999994
Golegã,2018,13.299999999999997
Golegã,2019,0.0
Golegã,2020,0.0
Rio Maior,1995,364.4
Rio Maior,1996,390.79999999999995
Rio Maior,1997,417.2
Rio Maior,1998,443.6
Rio Maior,1999,470.0
Rio Maior,2000,788.1
Rio Maior,2001,1106.2
Rio Maior,2002,1424.3000000000002
Rio Maior,2003,1742.4
Rio Maior,2004,2060.5
Rio Maior,2005,2378.6000000000004
Rio Maior,2006,2696.7000000000003
Rio Maior,2007,3014.8
Rio Maior,2008,3332.9
Rio Maior,2009,3651.0
Rio Maior,2010,3969.1
Rio Maior,2011,4287.2
Rio Maior,2012,4605.3
Rio Maior,2013,4923.4
Rio Maior,2014,5241.5
Rio Maior,2015,5559.6
Rio Maior,2016,5877.700000000001
Rio Maior,2017,6195.8
Rio Maior,2018,6513.9
Rio Maior,2019,6832.0
Rio Maior,2020,6832.0
Salvaterra de Magos,1995,3236.6
Salvaterra de Magos,1996,3296.2
Salvaterra de Magos,1997,3355.8
Salvaterra de Magos,1998,3415.4
Salvaterra de Magos,1999,3475.0
Salvaterra de Magos,2000,3382.1
Salvaterra de Magos,2001,3289.2
Salvaterra de Magos,2002,3196.3
Salvaterra de Magos,2003,3103.4
Salvaterra de Magos,2004,3010.5
Salvaterra de Magos,2005,2917.6
Salvaterra de Magos,2006,2824.7
Salvaterra de Magos,2007,2731.8
Salvaterra de Magos,2008,2638.9
Salvaterra de Magos,2009,2546.0
Salvaterra de Magos,2010,2453.1
Salvaterra de Magos,2011,2360.2
Salvaterra de Magos,2012,2267.3
Salvaterra de Magos,2013,2174.4
Salvaterra de Magos,2014,2081.5
Salvaterra de Magos,2015,1988.6
Salvaterra de Magos,2016,1895.6999999999998
Salvaterra de Magos,2017,1802.8
Salvaterra de Magos,2018,1709.9
Salvaterra de Magos,2019,1617.0
Salvaterra de Magos,2020,1617.0
Santarém,1995,2504.4
Santarém,1996,2536.3
Santarém,1997,2568.2
Santarém,1998,2600.1
Santarém,1999,2632.0
Santarém,2000,2653.8
Santarém,2001,2675.6
Santarém,2002,2697.4
Santarém,2003,2719.2
Santarém,2004,2741.0
Santarém,2005,2762.8
Santarém,2006,2784.6
Santarém,2007,2806.4
Santarém,2008,2828.2
Santarém,2009,2850.0
Santarém,2010,2871.8
Santarém,2011,2893.6
Santarém,2012,2915.4
Santarém,2013,2937.2
Santarém,2014,2959.0
Santarém,2015,2980.8
Santarém,2016,3002.6
Santarém,2017,3024.4
Santarém,2018,3046.2
Santarém,2019,3068.0
Santarém,2020,3068.0
Sardoal,1995,140.39999999999998
Sardoal,1996,112.79999999999998
Sardoal,1997,85.19999999999999
Sardoal,1998,57.599999999999994
Sardoal,1999,30.0
Sardoal,2000,40.6
Sardoal,2001,51.2
Sardoal,2002,61.8
Sardoal,2003,72.4
Sardoal,2004,83.0
Sardoal,2005,93.6
Sardoal,2006,104.2
Sardoal,2007,114.8
Sardoal,2008,125.39999999999999
Sardoal,2009,136.0
Sardoal,2010,146.6
Sardoal,2011,157.2
Sardoal,2012,167.8
Sardoal,2013,178.4
Sardoal,2014,189.0
Sardoal,2015,199.6
Sardoal,2016,210.2
Sardoal,2017,220.8
Sardoal,2018,231.39999999999998
Sardoal,2019,242.0
Sardoal,2020,242.0
Tomar,1995,1229.8
Tomar,1996,1270.6
Tomar,1997,1311.4
Tomar,1998,1352.2
Tomar,1999,1393.0
Tomar,2000,1354.3
Tomar,2001,1315.6
Tomar,2002,1276.9
Tomar,2003,1238.2
Tomar,2004,1199.5
Tomar,2005,1160.8
Tomar,2006,1122.1
Tomar,2007,1083.4
Tomar,2008,1044.7
Tomar,2009,1006.0
Tomar,2010,967.3
Tomar,2011,928.6
Tomar,2012,889.9
Tomar,2013,851.2
Tomar,2014,812.5
Tomar,2015,773.8
Tomar,2016,735.0999999999999
Tomar,2017,696.4
Tomar,2018,657.7
Tomar,2019,619.0
Tomar,2020,619.0
Torres Novas,1995,1103.6
Torres Novas,1996,1177.1999999999998
Torres Novas,1997,1250.8
Torres Novas,1998,1324.4
Torres Novas,1999,1398.0
Torres Novas,2000,1299.3
Torres Novas,2001,1200.6
Torres Novas,2002,1101.9
Torres Novas,2003,1003.2
Torres Novas,2004,904.5
Torres Novas,2005,805.8
Torres Novas,2006,707.1
Torres Novas,2007,608.4
Torres Novas,2008,509.69999999999993
Torres Novas,2009,411.0
Torres Novas,2010,369.9
Torres Novas,2011,328.8
Torres Novas,2012,287.7
Torres Novas,2013,246.6
Torres Novas,2014,205.5
Torres Novas,2015,164.39999999999998
Torres Novas,2016,123.30000000000001
Torres Novas,2017,82.19999999999999
Torres Novas,2018,41.099999999999966
Torres Novas,2019,0.0
Torres Novas,2020,0.0
Vila Nova da Barquinha,1995,235.0
Vila Nova da Barquinha,1996,264.5
Vila Nova da Barquinha,1997,294.0
Vila Nova da Barquinha,1998,323.5
Vila Nova da Barquinha,1999,353.0
Vila Nova da Barquinha,2000,325.0
Vila Nova da Barquinha,2001,297.0
Vila Nova da Barquinha,2002,269.0
Vila Nova da Barquinha,2003,241.0
Vila Nova da Barquinha,2004,213.0
Vila Nova da Barquinha,2005,185.0
Vila Nova da Barquinha,2006,157.0
Vila Nova da Barquinha,2007,129.0
Vila Nova da Barquinha,2008,101.0
Vila Nova da Barquinha,2009,73.0
Vila Nova da Barquinha,2010,65.7
Vila Nova da Barquinha,2011,58.4
Vila Nova da Barquinha,2012,51.1
Vila Nova da Barquinha,2013,43.8
Vila Nova da Barquinha,2014,36.5
Vila Nova da Barquinha,2015,29.200000000000003
Vila Nova da Barquinha,2016,21.9
Vila Nova da Barquinha,2017,14.600000000000001
Vila Nova da Barquinha,2018,7.299999999999997
Vila Nova da Barquinha,2019,0.0
Vila Nova da Barquinha,2020,0.0
Ourém,1995,155.8
Ourém,1996,168.60000000000002
Ourém,1997,181.4
Ourém,1998,194.2
Ourém,1999,207.0
Ourém,2000,208.4
Ourém,2001,209.8
Ourém,2002,211.2
Ourém,2003,212.6
Ourém,2004,214.0
Ourém,2005,215.4
Ourém,2006,216.8
Ourém,2007,218.2
Ourém,2008,219.6
Ourém,2009,221.0
Ourém,2010,222.4
Ourém,2011,223.8
Ourém,2012,225.2
Ourém,2013,226.6
Ourém,2014,228.0
Ourém,2015,229.4
Ourém,2016,230.8
Ourém,2017,232.2
Ourém,2018,233.6
Ourém,2019,235.0
Ourém,2020,235.0
Alcochete,1995,1087.8000000000002
Alcochete,1996,1229.1000000000001
Alcochete,1997,1370.4
Alcochete,1998,1511.7
Alcochete,1999,1653.0
Alcochete,2000,1664.5
Alcochete,2001,1676.0
Alcochete,2002,1687.5
Alcochete,2003,1699.0
Alcochete,2004,1710.5
Alcochete,2005,1722.0
Alcochete,2006,1733.5
Alcochete,2007,1745.0
Alcochete,2008,1756.5
Alcochete,2009,1768.0
Alcochete,2010,1779.5
Alcochete,2011,1791.0
Alcochete,2012,1802.5
Alcochete,2013,1814.0
Alcochete,2014,1825.5
Alcochete,2015,1837.0
Alcochete,2016,1848.5
Alcochete,2017,1860.0
Alcochete,2018,1871.5
Alcochete,2019,1883.0
Alcochete,2020,1883.0
Almada,1995,52.2
Almada,1996,52.9
Almada,1997,53.6
Almada,1998,54.3
Almada,1999,55.0
Almada,2000,56.2
Almada,2001,57.4
Almada,2002,58.6
Almada,2003,59.8
Almada,2004,61.0
Almada,2005,62.2
Almada,2006,63.4
Almada,2007,64.6
Almada,2008,65.8
Almada,2009,67.0
Almada,2010,68.2
Almada,2011,69.4
Almada,2012,70.6
Almada,2013,71.8
Almada,2014,73.0
Almada,2015,74.2
Almada,2016,75.4
Almada,2017,76.6
Almada,2018,77.8
Almada,2019,79.0
Almada,2020,79.0
Barreiro,1995,60.599999999999994
Barreiro,1996,65.69999999999999
Barreiro,1997,70.8
Barreiro,1998,75.9
Barreiro,1999,81.0
Barreiro,2000,81.0
Barreiro,2001,81.0
Barreiro,2002,81.0
Barreiro,2003,81.0
Barreiro,2004,81.0
Barreiro,2005,81.0
Barreiro,2006,81.0
Barreiro,2007,81.0
Barreiro,2008,81.0
Barreiro,2009,81.0
Barreiro,2010,81.0
Barreiro,2011,81.0
Barreiro,2012,81.0
Barreiro,2013,81.0
Barreiro,2014,81.0
Barreiro,2015,81.0
Barreiro,2016,81.0
Barreiro,2017,81.0
Barreiro,2018,81.0
Barreiro,2019,81.0
Barreiro,2020,81.0
Moita,1995,148.0
Moita,1996,149.0
Moita,1997,150.0
Moita,1998,151.0
Moita,1999,152.0
Moita,2000,171.5
Moita,2001,191.0
Moita,2002,210.5
Moita,2003,230.0
Moita,2004,249.5
Moita,2005,269.0
Moita,2006,288.5
Moita,2007,308.0
Moita,2008,327.5
Moita,2009,347.0
Moita,2010,366.5
Moita,2011,386.0
Moita,2012,405.5
Moita,2013,425.0
Moita,2014,444.5
Moita,2015,464.0
Moita,2016,483.5
Moita,2017,503.0
Moita,2018,522.5
Moita,2019,542.0
Moita,2020,542.0
Montijo,1995,5453.4
Montijo,1996,6118.3
Montijo,1997,6783.2
Montijo,1998,7448.099999999999
Montijo,1999,8113.0
Montijo,2000,8147.3
Montijo,2001,8181.6
Montijo,2002,8215.9
Montijo,2003,8250.2
Montijo,2004,8284.5
Montijo,2005,8318.8
Montijo,2006,8353.1
Montijo,2007,8387.4
Montijo,2008,8421.7
Montijo,2009,8456.0
Montijo,2010,8490.3
Montijo,2011,8524.6
Montijo,2012,8558.9
Montijo,2013,8593.2
Montijo,2014,8627.5
Montijo,2015,8661.8
Montijo,2016,8696.1
Montijo,2017,8730.4
Montijo,2018,8764.7
Montijo,2019,8799.0
Montijo,2020,8799.0
Palmela,1995,5454.8
Palmela,1996,5696.1
Palmela,1997,5937.4
Palmela,1998,6178.700000000001
Palmela,1999,6420.0
Palmela,2000,7176.8
Palmela,2001,7933.6
Palmela,2002,8690.4
Palmela,2003,9447.2
Palmela,2004,10204.0
Palmela,2005,10960.8
Palmela,2006,11717.599999999999
Palmela,2007,12474.4
Palmela,2008,13231.2
Palmela,2009,13988.0
Palmela,2010,14744.8
Palmela,2011,15501.6
Palmela,2012,16258.4
Palmela,2013,17015.2
Palmela,2014,17772.0
Palmela,2015,18528.8
Palmela,2016,19285.6
Palmela,2017,20042.4
Palmela,2018,20799.2
Palmela,2019,21556.0
Palmela,2020,21556.0
Seixal,1995,478.0
Seixal,1996,544.5
Seixal,1997,611.0
Seixal,1998,677.5
Seixal,1999,744.0
Seixal,2000,722.2
Seixal,2001,700.4
Seixal,2002,678.6
Seixal,2003,656.8
Seixal,2004,635.0
Seixal,2005,613.2
Seixal,2006,591.4
Seixal,2007,569.6
Seixal,2008,547.8
Seixal,2009,526.0
Seixal,2010,504.2
Seixal,2011,482.4
Seixal,2012,460.6
Seixal,2013,438.8
Seixal,2014,417.0
Seixal,2015,395.2
Seixal,2016,373.4
Seixal,2017,351.6
Seixal,2018,329.79999999999995
Seixal,2019,308.0
Seixal,2020,308.0
Sesimbra,1995,1076.4
Sesimbra,1996,1145.8000000000002
Sesimbra,1997,1215.2
Sesimbra,1998,1284.6
Sesimbra,1999,1354.0
Sesimbra,2000,1316.6
Sesimbra,2001,1279.2
Sesimbra,2002,1241.8
Sesimbra,2003,1204.4
Sesimbra,2004,1167.0
Sesimbra,2005,1129.6
Sesimbra,2006,1092.2
Sesimbra,2007,1054.8
Sesimbra,2008,1017.4000000000001
Sesimbra,2009,980.0
Sesimbra,2010,942.6
Sesimbra,2011,905.2
Sesimbra,2012,867.8
Sesimbra,2013,830.4
Sesimbra,2014,793.0
Sesimbra,2015,755.6
Sesimbra,2016,718.2
Sesimbra,2017,680.8
Sesimbra,2018,643.4000000000001
Sesimbra,2019,606.0
Sesimbra,2020,606.0
Setúbal,1995,2294.8
Setúbal,1996,2507.1000000000004
Setúbal,1997,2719.4
Setúbal,1998,2931.7
Setúbal,1999,3144.0
Setúbal,2000,2950.8
Setúbal,2001,2757.6
Setúbal,2002,2564.4
Setúbal,2003,2371.2
Setúbal,2004,2178.0
Setúbal,2005,1984.8000000000002
Setúbal,2006,1791.6000000000001
Setúbal,2007,1598.4
Setúbal,2008,1405.2
Setúbal,2009,1212.0
Setúbal,2010,1090.8
Setúbal,2011,969.6
Setúbal,2012,848.4
Setúbal,2013,727.2
Setúbal,2014,606.0
Setúbal,2015,484.79999999999995
Setúbal,2016,363.6
Setúbal,2017,242.39999999999998
Setúbal,2018,121.20000000000005
Setúbal,2019,0.0
Setúbal,2020,0.0
Aljustrel,1995,1630.0
Aljustrel,1996,1698.5
Aljustrel,1997,1767.0
Aljustrel,1998,1835.5
Aljustrel,1999,1904.0
Aljustrel,2000,2347.4
Aljustrel,2001,2790.8
Aljustrel,2002,3234.2
Aljustrel,2003,3677.6
Aljustrel,2004,4121.0
Aljustrel,2005,4564.4
Aljustrel,2006,5007.799999999999
Aljustrel,2007,5451.2
Aljustrel,2008,5894.6
Aljustrel,2009,6338.0
Aljustrel,2010,6781.4
Aljustrel,2011,7224.8
Aljustrel,2012,7668.2
Aljustrel,2013,8111.6
Aljustrel,2014,8555.0
Aljustrel,2015,8998.4
Aljustrel,2016,9441.8
Aljustrel,2017,9885.2
Aljustrel,2018,10328.6
Aljustrel,2019,10772.0
Aljustrel,2020,10772.0
Almodôvar,1995,12684.400000000001
Almodôvar,1996,14167.300000000001
Almodôvar,1997,15650.2
Almodôvar,1998,17133.1
Almodôvar,1999,18616.0
Almodôvar,2000,18214.0
Almodôvar,2001,17812.0
Almodôvar,2002,17410.0
Almodôvar,2003,17008.0
Almodôvar,2004,16606.0
Almodôvar,2005,16204.0
Almodôvar,2006,15802.0
Almodôvar,2007,15400.0
Almodôvar,2008,14998.0
Almodôvar,2009,14596.0
Almodôvar,2010,14194.0
Almodôvar,2011,13792.0
Almodôvar,2012,13390.0
Almodôvar,2013,12988.0
Almodôvar,2014,12586.0
Almodôvar,2015,12184.0
Almodôvar,2016,11782.0
Almodôvar,2017,11380.0
Almodôvar,2018,10978.0
Almodôvar,2019,10576.0
Almodôvar,2020,10576.0
Alvito,1995,4057.7999999999997
Alvito,1996,4608.599999999999
Alvito,1997,5159.4
Alvito,1998,5710.2
Alvito,1999,6261.0
Alvito,2000,7414.2
Alvito,2001,8567.4
Alvito,2002,9720.6
Alvito,2003,10873.8
Alvito,2004,12027.0
Alvito,2005,13180.2
Alvito,2006,14333.400000000001
Alvito,2007,15486.6
Alvito,2008,16639.800000000003
Alvito,2009,17793.0
Alvito,2010,18946.2
Alvito,2011,20099.4
Alvito,2012,21252.6
Alvito,2013,22405.8
Alvito,2014,23559.0
Alvito,2015,24712.2
Alvito,2016,25865.4
Alvito,2017,27018.6
Alvito,2018,28171.800000000003
Alvito,2019,29325.0
Alvito,2020,29325.0
Barrancos,1995,11515.8
Barrancos,1996,11836.6
Barrancos,1997,12157.4
Barrancos,1998,12478.2
Barrancos,1999,12799.0
Barrancos,2000,12674.9
Barrancos,2001,12550.8
Barrancos,2002,12426.7
Barrancos,2003,12302.6
Barrancos,2004,12178.5
Barrancos,2005,12054.4
Barrancos,2006,11930.3
Barrancos,2007,11806.2
Barrancos,2008,11682.1
Barrancos,2009,11558.0
Barrancos,2010,11433.9
Barrancos,2011,11309.8
Barrancos,2012,11185.7
Barrancos,2013,11061.6
Barrancos,2014,10937.5
Barrancos,2015,10813.4
Barrancos,2016,10689.3
Barrancos,2017,10565.2
Barrancos,2018,10441.1
Barrancos,2019,10317.0
Barrancos,2020,10317.0
Beja,1995,13223.2
Beja,1996,14465.4
Beja,1997,15707.6
Beja,1998,16949.800000000003
Beja,1999,18192.0
Beja,2000,19434.9
Beja,2001,20677.8
Beja,2002,21920.7
Beja,2003,23163.6
Beja,2004,24406.5
Beja,2005,25649.4
Beja,2006,26892.300000000003
Beja,2007,28135.2
Beja,2008,29378.1
Beja,2009,30621.0
Beja,2010,31863.9
Beja,2011,33106.8
Beja,2012,34349.7
Beja,2013,35592.6
Beja,2014,36835.5
Beja,2015,38078.4
Beja,2016,39321.3
Beja,2017,40564.2
Beja,2018,41807.1
Beja,2019,43050.0
Beja,2020,43050.0
Castro Verde,1995,4534.4
Castro Verde,1996,4837.799999999999
Castro Verde,1997,5141.2
Castro Verde,1998,5444.6
Castro Verde,1999,5748.0
Castro Verde,2000,6659.3
Castro Verde,2001,7570.6
Castro Verde,2002,8481.9
Castro Verde,2003,9393.2
Castro Verde,2004,10304.5
Castro Verde,2005,11215.8
Castro Verde,2006,12127.099999999999
Castro Verde,2007,13038.4
Castro Verde,2008,13949.699999999999
Castro Verde,2009,14861.0
Castro Verde,2010,15772.3
Castro Verde,2011,16683.6
Castro Verde,2012,17594.9
Castro Verde,2013,18506.2
Castro Verde,2014,19417.5
Castro Verde,2015,20328.8
Castro Verde,2016,21240.1
Castro Verde,2017,22151.4
Castro Verde,2018,23062.699999999997
Castro Verde,2019,23974.0
Castro Verde,2020,23974.0
Cuba,1995,2269.2
Cuba,1996,2647.4
Cuba,1997,3025.6
Cuba,1998,3403.7999999999997
Cuba,1999,3782.0
Cuba,2000,4211.4
Cuba,2001,4640.8
Cuba,2002,5070.2
Cuba,2003,5499.6
Cuba,2004,5929.0
Cuba,2005,6358.4
Cuba,2006,6787.799999999999
Cuba,2007,7217.2
Cuba,2008,7646.6
Cuba,2009,8076.0
Cuba,2010,8505.4
Cuba,2011,8934.8
Cuba,2012,9364.2
Cuba,2013,9793.6
Cuba,2014,10223.0
Cuba,2015,10652.4
Cuba,2016,11081.8
Cuba,2017,11511.2
Cuba,2018,11940.6
Cuba,2019,12370.0
Cuba,2020,12370.0
Ferreira do Alentejo,1995,8673.6
Ferreira do Alentejo,1996,9276.2
Ferreira do Alentejo,1997,9878.8
Ferreira do Alentejo,1998,10481.400000000001
Ferreira do Alentejo,1999,11084.0
Ferreira do Alentejo,2000,11569.8
Ferreira do Alentejo,2001,12055.6
Ferreira do Alentejo,2002,12541.4
Ferreira do Alentejo,2003,13027.2
