Municipality,Year,pastures_area_munic_ha
Vila do Conde,2005,33.4
Vila do Conde,2006,32.3
Vila do Conde,2007,31.2
Vila do Conde,2008,30.1
Vila do Conde,2009,29.0
Vila do Conde,2010,27.9
Vila do Conde,2011,26.8
Vila do Conde,2012,25.7
Vila do Conde,2013,24.6
Vila do Conde,2014,23.5
Vila do Conde,2015,22.4
Vila do Conde,2016,21.299999999999997
Vila do Conde,2017,20.2
Vila do Conde,2018,19.1
Vila do Conde,2019,18.0
Vila do Conde,2020,18.0
Vila Nova de Gaia,1995,74.6
Vila Nova de Gaia,1996,69.69999999999999
Vila Nova de Gaia,1997,64.8
Vila Nova de Gaia,1998,59.9
Vila Nova de Gaia,1999,55.0
Vila Nova de Gaia,2000,58.1
Vila Nova de Gaia,2001,61.2
Vila Nova de Gaia,2002,64.3
Vila Nova de Gaia,2003,67.4
Vila Nova de Gaia,2004,70.5
Vila Nova de Gaia,2005,73.6
Vila Nova de Gaia,2006,76.7
Vila Nova de Gaia,2007,79.8
Vila Nova de Gaia,2008,82.9
Vila Nova de Gaia,2009,86.0
Vila Nova de Gaia,2010,89.1
Vila Nova de Gaia,2011,92.2
Vila Nova de Gaia,2012,95.3
Vila Nova de Gaia,2013,98.4
Vila Nova de Gaia,2014,101.5
Vila Nova de Gaia,2015,104.6
Vila Nova de Gaia,2016,107.7
Vila Nova de Gaia,2017,110.8
Vila Nova de Gaia,2018,113.9
Vila Nova de Gaia,2019,117.0
Vila Nova de Gaia,2020,117.0
Trofa,1995,16.799999999999997
Trofa,1996,19.599999999999998
Trofa,1997,22.4
Trofa,1998,25.2
Trofa,1999,28.0
Trofa,2000,26.9
Trofa,2001,25.8
Trofa,2002,24.7
Trofa,2003,23.6
Trofa,2004,22.5
Trofa,2005,21.4
Trofa,2006,20.299999999999997
Trofa,2007,19.2
Trofa,2008,18.1
Trofa,2009,17.0
Trofa,2010,15.9
Trofa,2011,14.8
Trofa,2012,13.7
Trofa,2013,12.6
Trofa,2014,11.5
Trofa,2015,10.399999999999999
Trofa,2016,9.299999999999999
Trofa,2017,8.2
Trofa,2018,7.1
Trofa,2019,6.0
Trofa,2020,6.0
Arcos de Valdevez,1995,8920.2
Arcos de Valdevez,1996,9933.900000000001
Arcos de Valdevez,1997,10947.6
Arcos de Valdevez,1998,11961.300000000001
Arcos de Valdevez,1999,12975.0
Arcos de Valdevez,2000,13272.3
Arcos de Valdevez,2001,13569.6
Arcos de Valdevez,2002,13866.9
Arcos de Valdevez,2003,14164.2
Arcos de Valdevez,2004,14461.5
Arcos de Valdevez,2005,14758.8
Arcos de Valdevez,2006,15056.1
Arcos de Valdevez,2007,15353.4
Arcos de Valdevez,2008,15650.7
Arcos de Valdevez,2009,15948.0
Arcos de Valdevez,2010,16245.3
Arcos de Valdevez,2011,16542.6
Arcos de Valdevez,2012,16839.9
Arcos de Valdevez,2013,17137.2
Arcos de Valdevez,2014,17434.5
Arcos de Valdevez,2015,17731.8
Arcos de Valdevez,2016,18029.1
Arcos de Valdevez,2017,18326.4
Arcos de Valdevez,2018,18623.7
Arcos de Valdevez,2019,18921.0
Arcos de Valdevez,2020,18921.0
Caminha,1995,1959.2
Caminha,1996,1882.4
Caminha,1997,1805.6
Caminha,1998,1728.8000000000002
Caminha,1999,1652.0
Caminha,2000,1766.2
Caminha,2001,1880.4
Caminha,2002,1994.6
Caminha,2003,2108.8
Caminha,2004,2223.0
Caminha,2005,2337.2
Caminha,2006,2451.4
Caminha,2007,2565.6
Caminha,2008,2679.8
Caminha,2009,2794.0
Caminha,2010,2908.2
Caminha,2011,3022.4
Caminha,2012,3136.6
Caminha,2013,3250.8
Caminha,2014,3365.0
Caminha,2015,3479.2
Caminha,2016,3593.4
Caminha,2017,3707.6
Caminha,2018,3821.8
Caminha,2019,3936.0
Caminha,2020,3936.0
Melgaço,1995,8778.8
Melgaço,1996,7890.599999999999
Melgaço,1997,7002.4
Melgaço,1998,6114.2
Melgaço,1999,5226.0
Melgaço,2000,6201.1
Melgaço,2001,7176.2
Melgaço,2002,8151.3
Melgaço,2003,9126.4
Melgaço,2004,10101.5
Melgaço,2005,11076.6
Melgaço,2006,12051.7
Melgaço,2007,13026.8
Melgaço,2008,14001.9
Melgaço,2009,14977.0
Melgaço,2010,15952.1
Melgaço,2011,16927.2
Melgaço,2012,17902.3
Melgaço,2013,18877.4
Melgaço,2014,19852.5
Melgaço,2015,20827.6
Melgaço,2016,21802.7
Melgaço,2017,22777.8
Melgaço,2018,23752.9
Melgaço,2019,24728.0
Melgaço,2020,24728.0
Monção,1995,5134.8
Monção,1996,4920.1
Monção,1997,4705.4
Monção,1998,4490.7
Monção,1999,4276.0
Monção,2000,4276.5
Monção,2001,4277.0
Monção,2002,4277.5
Monção,2003,4278.0
Monção,2004,4278.5
Monção,2005,4279.0
Monção,2006,4279.5
Monção,2007,4280.0
Monção,2008,4280.5
Monção,2009,4281.0
Monção,2010,4281.5
Monção,2011,4282.0
Monção,2012,4282.5
Monção,2013,4283.0
Monção,2014,4283.5
Monção,2015,4284.0
Monção,2016,4284.5
Monção,2017,4285.0
Monção,2018,4285.5
Monção,2019,4286.0
Monção,2020,4286.0
Paredes de Coura,1995,2998.2
Paredes de Coura,1996,2755.3999999999996
Paredes de Coura,1997,2512.6
Paredes de Coura,1998,2269.7999999999997
Paredes de Coura,1999,2027.0
Paredes de Coura,2000,2082.8
Paredes de Coura,2001,2138.6
Paredes de Coura,2002,2194.4
Paredes de Coura,2003,2250.2
Paredes de Coura,2004,2306.0
Paredes de Coura,2005,2361.8
Paredes de Coura,2006,2417.6
Paredes de Coura,2007,2473.4
Paredes de Coura,2008,2529.2
Paredes de Coura,2009,2585.0
Paredes de Coura,2010,2640.8
Paredes de Coura,2011,2696.6
Paredes de Coura,2012,2752.4
Paredes de Coura,2013,2808.2
Paredes de Coura,2014,2864.0
Paredes de Coura,2015,2919.8
Paredes de Coura,2016,2975.6
Paredes de Coura,2017,3031.4
Paredes de Coura,2018,3087.2
Paredes de Coura,2019,3143.0
Paredes de Coura,2020,3143.0
Ponte da Barca,1995,6827.6
Ponte da Barca,1996,7405.700000000001
Ponte da Barca,1997,7983.8
Ponte da Barca,1998,8561.900000000001
Ponte da Barca,1999,9140.0
Ponte da Barca,2000,8507.2
Ponte da Barca,2001,7874.4
Ponte da Barca,2002,7241.6
Ponte da Barca,2003,6608.8
Ponte da Barca,2004,5976.0
Ponte da Barca,2005,5343.200000000001
Ponte da Barca,2006,4710.400000000001
Ponte da Barca,2007,4077.6000000000004
Ponte da Barca,2008,3444.8
Ponte da Barca,2009,2812.0
Ponte da Barca,2010,2530.8
Ponte da Barca,2011,2249.6
Ponte da Barca,2012,1968.4
Ponte da Barca,2013,1687.2
Ponte da Barca,2014,1406.0
Ponte da Barca,2015,1124.8000000000002
Ponte da Barca,2016,843.6000000000001
Ponte da Barca,2017,562.4000000000001
Ponte da Barca,2018,281.2000000000003
Ponte da Barca,2019,0.0
Ponte da Barca,2020,0.0
Ponte de Lima,1995,3205.4
Ponte de Lima,1996,3400.8
Ponte de Lima,1997,3596.2
Ponte de Lima,1998,3791.6000000000004
Ponte de Lima,1999,3987.0
Ponte de Lima,2000,3924.0
Ponte de Lima,2001,3861.0
Ponte de Lima,2002,3798.0
Ponte de Lima,2003,3735.0
Ponte de Lima,2004,3672.0
Ponte de Lima,2005,3609.0
Ponte de Lima,2006,3546.0
Ponte de Lima,2007,3483.0
Ponte de Lima,2008,3420.0
Ponte de Lima,2009,3357.0
Ponte de Lima,2010,3294.0
Ponte de Lima,2011,3231.0
Ponte de Lima,2012,3168.0
Ponte de Lima,2013,3105.0
Ponte de Lima,2014,3042.0
Ponte de Lima,2015,2979.0
Ponte de Lima,2016,2916.0
Ponte de Lima,2017,2853.0
Ponte de Lima,2018,2790.0
Ponte de Lima,2019,2727.0
Ponte de Lima,2020,2727.0
Valença,1995,831.2
Valença,1996,827.4
Valença,1997,823.6
Valença,1998,819.8
Valença,1999,816.0
Valença,2000,891.3
Valença,2001,966.6
Valença,2002,1041.9
Valença,2003,1117.2
Valença,2004,1192.5
Valença,2005,1267.8
Valença,2006,1343.1
Valença,2007,1418.4
Valença,2008,1493.6999999999998
Valença,2009,1569.0
Valença,2010,1644.3
Valença,2011,1719.6
Valença,2012,1794.9
Valença,2013,1870.2
Valença,2014,1945.5
Valença,2015,2020.8
Valença,2016,2096.1
Valença,2017,2171.4
Valença,2018,2246.7
Valença,2019,2322.0
Valença,2020,2322.0
Viana do Castelo,1995,3146.2
Viana do Castelo,1996,3100.4
Viana do Castelo,1997,3054.6
Viana do Castelo,1998,3008.8
Viana do Castelo,1999,2963.0
Viana do Castelo,2000,3061.5
Viana do Castelo,2001,3160.0
Viana do Castelo,2002,3258.5
Viana do Castelo,2003,3357.0
Viana do Castelo,2004,3455.5
Viana do Castelo,2005,3554.0
Viana do Castelo,2006,3652.5
Viana do Castelo,2007,3751.0
Viana do Castelo,2008,3849.5
Viana do Castelo,2009,3948.0
Viana do Castelo,2010,4046.5
Viana do Castelo,2011,4145.0
Viana do Castelo,2012,4243.5
Viana do Castelo,2013,4342.0
Viana do Castelo,2014,4440.5
Viana do Castelo,2015,4539.0
Viana do Castelo,2016,4637.5
Viana do Castelo,2017,4736.0
Viana do Castelo,2018,4834.5
Viana do Castelo,2019,4933.0
Viana do Castelo,2020,4933.0
Vila Nova de Cerveira,1995,878.5999999999999
Vila Nova de Cerveira,1996,710.2
Vila Nova de Cerveira,1997,541.8
Vila Nova de Cerveira,1998,373.39999999999986
Vila Nova de Cerveira,1999,205.0
Vila Nova de Cerveira,2000,268.5
Vila Nova de Cerveira,2001,332.0
Vila Nova de Cerveira,2002,395.5
Vila Nova de Cerveira,2003,459.0
Vila Nova de Cerveira,2004,522.5
Vila Nova de Cerveira,2005,586.0
Vila Nova de Cerveira,2006,649.5
Vila Nova de Cerveira,2007,713.0
Vila Nova de Cerveira,2008,776.5
Vila Nova de Cerveira,2009,840.0
Vila Nova de Cerveira,2010,903.5
Vila Nova de Cerveira,2011,967.0
Vila Nova de Cerveira,2012,1030.5
Vila Nova de Cerveira,2013,1094.0
Vila Nova de Cerveira,2014,1157.5
Vila Nova de Cerveira,2015,1221.0
Vila Nova de Cerveira,2016,1284.5
Vila Nova de Cerveira,2017,1348.0
Vila Nova de Cerveira,2018,1411.5
Vila Nova de Cerveira,2019,1475.0
Vila Nova de Cerveira,2020,1475.0
Mondim de Basto,1995,3911.6
Mondim de Basto,1996,3877.2
Mondim de Basto,1997,3842.8
Mondim de Basto,1998,3808.4
Mondim de Basto,1999,3774.0
Mondim de Basto,2000,3817.2
Mondim de Basto,2001,3860.4
Mondim de Basto,2002,3903.6
Mondim de Basto,2003,3946.8
Mondim de Basto,2004,3990.0
Mondim de Basto,2005,4033.2
Mondim de Basto,2006,4076.4
Mondim de Basto,2007,4119.6
Mondim de Basto,2008,4162.8
Mondim de Basto,2009,4206.0
Mondim de Basto,2010,4249.2
Mondim de Basto,2011,4292.4
Mondim de Basto,2012,4335.6
Mondim de Basto,2013,4378.8
Mondim de Basto,2014,4422.0
Mondim de Basto,2015,4465.2
Mondim de Basto,2016,4508.4
Mondim de Basto,2017,4551.6
Mondim de Basto,2018,4594.8
Mondim de Basto,2019,4638.0
Mondim de Basto,2020,4638.0
Ribeira de Pena,1995,1261.2
Ribeira de Pena,1996,1273.4
Ribeira de Pena,1997,1285.6
Ribeira de Pena,1998,1297.8
Ribeira de Pena,1999,1310.0
Ribeira de Pena,2000,1789.6
Ribeira de Pena,2001,2269.2
Ribeira de Pena,2002,2748.8
Ribeira de Pena,2003,3228.4
Ribeira de Pena,2004,3708.0
Ribeira de Pena,2005,4187.6
Ribeira de Pena,2006,4667.200000000001
Ribeira de Pena,2007,5146.8
Ribeira de Pena,2008,5626.400000000001
Ribeira de Pena,2009,6106.0
Ribeira de Pena,2010,6585.6
Ribeira de Pena,2011,7065.2
Ribeira de Pena,2012,7544.8
Ribeira de Pena,2013,8024.4
Ribeira de Pena,2014,8504.0
Ribeira de Pena,2015,8983.6
Ribeira de Pena,2016,9463.2
Ribeira de Pena,2017,9942.8
Ribeira de Pena,2018,10422.400000000001
Ribeira de Pena,2019,10902.0
Ribeira de Pena,2020,10902.0
Cinfães,1995,2539.0
Cinfães,1996,2528.5
Cinfães,1997,2518.0
Cinfães,1998,2507.5
Cinfães,1999,2497.0
Cinfães,2000,2531.8
Cinfães,2001,2566.6
Cinfães,2002,2601.4
Cinfães,2003,2636.2
Cinfães,2004,2671.0
Cinfães,2005,2705.8
Cinfães,2006,2740.6
Cinfães,2007,2775.4
Cinfães,2008,2810.2
Cinfães,2009,2845.0
Cinfães,2010,2879.8
Cinfães,2011,2914.6
Cinfães,2012,2949.4
Cinfães,2013,2984.2
Cinfães,2014,3019.0
Cinfães,2015,3053.8
Cinfães,2016,3088.6
Cinfães,2017,3123.4
Cinfães,2018,3158.2
Cinfães,2019,3193.0
Cinfães,2020,3193.0
Resende,1995,1890.6
Resende,1996,1877.7
Resende,1997,1864.8
Resende,1998,1851.9
Resende,1999,1839.0
Resende,2000,1754.5
Resende,2001,1670.0
Resende,2002,1585.5
Resende,2003,1501.0
Resende,2004,1416.5
Resende,2005,1332.0
Resende,2006,1247.5
Resende,2007,1163.0
Resende,2008,1078.5
Resende,2009,994.0
Resende,2010,909.5
Resende,2011,825.0
Resende,2012,740.5
Resende,2013,656.0
Resende,2014,571.5
Resende,2015,487.0
Resende,2016,402.5
Resende,2017,318.0
Resende,2018,233.5
Resende,2019,149.0
Resende,2020,149.0
Alfândega da Fé,1995,1263.6
Alfândega da Fé,1996,1317.2
Alfândega da Fé,1997,1370.8
Alfândega da Fé,1998,1424.4
Alfândega da Fé,1999,1478.0
Alfândega da Fé,2000,1464.8
Alfândega da Fé,2001,1451.6
Alfândega da Fé,2002,1438.4
Alfândega da Fé,2003,1425.2
Alfândega da Fé,2004,1412.0
Alfândega da Fé,2005,1398.8
Alfândega da Fé,2006,1385.6
Alfândega da Fé,2007,1372.4
Alfândega da Fé,2008,1359.2
Alfândega da Fé,2009,1346.0
Alfândega da Fé,2010,1332.8
Alfândega da Fé,2011,1319.6
Alfândega da Fé,2012,1306.4
Alfândega da Fé,2013,1293.2
Alfândega da Fé,2014,1280.0
Alfândega da Fé,2015,1266.8
Alfândega da Fé,2016,1253.6
Alfândega da Fé,2017,1240.4
Alfândega da Fé,2018,1227.2
Alfândega da Fé,2019,1214.0
Alfândega da Fé,2020,1214.0
Bragança,1995,8444.4
Bragança,1996,8490.8
Bragança,1997,8537.2
Bragança,1998,8583.6
Bragança,1999,8630.0
Bragança,2000,8709.6
Bragança,2001,8789.2
Bragança,2002,8868.8
Bragança,2003,8948.4
Bragança,2004,9028.0
Bragança,2005,9107.6
Bragança,2006,9187.2
Bragança,2007,9266.8
Bragança,2008,9346.4
Bragança,2009,9426.0
Bragança,2010,9505.6
Bragança,2011,9585.2
Bragança,2012,9664.8
Bragança,2013,9744.4
Bragança,2014,9824.0
Bragança,2015,9903.6
Bragança,2016,9983.2
Bragança,2017,10062.8
Bragança,2018,10142.4
Bragança,2019,10222.0
Bragança,2020,10222.0
Carrazeda de Ansiães,1995,917.4
Carrazeda de Ansiães,1996,896.8
Carrazeda de Ansiães,1997,876.2
Carrazeda de Ansiães,1998,855.6
Carrazeda de Ansiães,1999,835.0
Carrazeda de Ansiães,2000,809.5
Carrazeda de Ansiães,2001,784.0
Carrazeda de Ansiães,2002,758.5
Carrazeda de Ansiães,2003,733.0
Carrazeda de Ansiães,2004,707.5
Carrazeda de Ansiães,2005,682.0
Carrazeda de Ansiães,2006,656.5
Carrazeda de Ansiães,2007,631.0
Carrazeda de Ansiães,2008,605.5
Carrazeda de Ansiães,2009,580.0
Carrazeda de Ansiães,2010,554.5
Carrazeda de Ansiães,2011,529.0
Carrazeda de Ansiães,2012,503.5
Carrazeda de Ansiães,2013,478.0
Carrazeda de Ansiães,2014,452.5
Carrazeda de Ansiães,2015,427.0
Carrazeda de Ansiães,2016,401.5
Carrazeda de Ansiães,2017,376.0
Carrazeda de Ansiães,2018,350.5
Carrazeda de Ansiães,2019,325.0
Carrazeda de Ansiães,2020,325.0
Freixo de Espada à Cinta,1995,1349.4
Freixo de Espada à Cinta,1996,1285.3000000000002
Freixo de Espada à Cinta,1997,1221.2
Freixo de Espada à Cinta,1998,1157.1
Freixo de Espada à Cinta,1999,1093.0
Freixo de Espada à Cinta,2000,1114.6
Freixo de Espada à Cinta,2001,1136.2
Freixo de Espada à Cinta,2002,1157.8
Freixo de Espada à Cinta,2003,1179.4
Freixo de Espada à Cinta,2004,1201.0
Freixo de Espada à Cinta,2005,1222.6
Freixo de Espada à Cinta,2006,1244.2
Freixo de Espada à Cinta,2007,1265.8
Freixo de Espada à Cinta,2008,1287.4
Freixo de Espada à Cinta,2009,1309.0
Freixo de Espada à Cinta,2010,1330.6
Freixo de Espada à Cinta,2011,1352.2
Freixo de Espada à Cinta,2012,1373.8
Freixo de Espada à Cinta,2013,1395.4
Freixo de Espada à Cinta,2014,1417.0
Freixo de Espada à Cinta,2015,1438.6
Freixo de Espada à Cinta,2016,1460.2
Freixo de Espada à Cinta,2017,1481.8
Freixo de Espada à Cinta,2018,1503.4
Freixo de Espada à Cinta,2019,1525.0
Freixo de Espada à Cinta,2020,1525.0
Macedo de Cavaleiros,1995,3858.4
Macedo de Cavaleiros,1996,3788.8
Macedo de Cavaleiros,1997,3719.2
Macedo de Cavaleiros,1998,3649.6
Macedo de Cavaleiros,1999,3580.0
Macedo de Cavaleiros,2000,3583.4
Macedo de Cavaleiros,2001,3586.8
Macedo de Cavaleiros,2002,3590.2
Macedo de Cavaleiros,2003,3593.6
Macedo de Cavaleiros,2004,3597.0
Macedo de Cavaleiros,2005,3600.4
Macedo de Cavaleiros,2006,3603.8
Macedo de Cavaleiros,2007,3607.2
Macedo de Cavaleiros,2008,3610.6
Macedo de Cavaleiros,2009,3614.0
Macedo de Cavaleiros,2010,3617.4
Macedo de Cavaleiros,2011,3620.8
Macedo de Cavaleiros,2012,3624.2
Macedo de Cavaleiros,2013,3627.6
Macedo de Cavaleiros,2014,3631.0
Macedo de Cavaleiros,2015,3634.4
Macedo de Cavaleiros,2016,3637.8
Macedo de Cavaleiros,2017,3641.2
Macedo de Cavaleiros,2018,3644.6
Macedo de Cavaleiros,2019,3648.0
Macedo de Cavaleiros,2020,3648.0
Miranda do Douro,1995,5638.0
Miranda do Douro,1996,5833.5
Miranda do Douro,1997,6029.0
Miranda do Douro,1998,6224.5
Miranda do Douro,1999,6420.0
Miranda do Douro,2000,6459.1
Miranda do Douro,2001,6498.2
Miranda do Douro,2002,6537.3
Miranda do Douro,2003,6576.4
Miranda do Douro,2004,6615.5
Miranda do Douro,2005,6654.6
Miranda do Douro,2006,6693.7
Miranda do Douro,2007,6732.8
Miranda do Douro,2008,6771.9
Miranda do Douro,2009,6811.0
Miranda do Douro,2010,6850.1
Miranda do Douro,2011,6889.2
Miranda do Douro,2012,6928.3
Miranda do Douro,2013,6967.4
Miranda do Douro,2014,7006.5
Miranda do Douro,2015,7045.6
Miranda do Douro,2016,7084.7
Miranda do Douro,2017,7123.8
Miranda do Douro,2018,7162.9
Miranda do Douro,2019,7202.0
Miranda do Douro,2020,7202.0
Mirandela,1995,1805.4
Mirandela,1996,1875.3000000000002
Mirandela,1997,1945.2
Mirandela,1998,2015.1
Mirandela,1999,2085.0
Mirandela,2000,2054.9
Mirandela,2001,2024.8
Mirandela,2002,1994.7
Mirandela,2003,1964.6
Mirandela,2004,1934.5
Mirandela,2005,1904.4
Mirandela,2006,1874.3
Mirandela,2007,1844.2
Mirandela,2008,1814.1
Mirandela,2009,1784.0
Mirandela,2010,1753.9
Mirandela,2011,1723.8
Mirandela,2012,1693.7
Mirandela,2013,1663.6
Mirandela,2014,1633.5
Mirandela,2015,1603.4
Mirandela,2016,1573.3
Mirandela,2017,1543.2
Mirandela,2018,1513.1
Mirandela,2019,1483.0
Mirandela,2020,1483.0
Mogadouro,1995,4913.0
Mogadouro,1996,4871.5
Mogadouro,1997,4830.0
Mogadouro,1998,4788.5
Mogadouro,1999,4747.0
Mogadouro,2000,4772.9
Mogadouro,2001,4798.8
Mogadouro,2002,4824.7
Mogadouro,2003,4850.6
Mogadouro,2004,4876.5
Mogadouro,2005,4902.4
Mogadouro,2006,4928.3
Mogadouro,2007,4954.2
Mogadouro,2008,4980.1
Mogadouro,2009,5006.0
Mogadouro,2010,5031.9
Mogadouro,2011,5057.8
Mogadouro,2012,5083.7
Mogadouro,2013,5109.6
Mogadouro,2014,5135.5
Mogadouro,2015,5161.4
Mogadouro,2016,5187.3
Mogadouro,2017,5213.2
Mogadouro,2018,5239.1
Mogadouro,2019,5265.0
Mogadouro,2020,5265.0
Torre de Moncorvo,1995,2061.0
Torre de Moncorvo,1996,2156.5
Torre de Moncorvo,1997,2252.0
Torre de Moncorvo,1998,2347.5
Torre de Moncorvo,1999,2443.0
Torre de Moncorvo,2000,2456.7
Torre de Moncorvo,2001,2470.4
Torre de Moncorvo,2002,2484.1
Torre de Moncorvo,2003,2497.8
Torre de Moncorvo,2004,2511.5
Torre de Moncorvo,2005,2525.2
Torre de Moncorvo,2006,2538.9
Torre de Moncorvo,2007,2552.6
Torre de Moncorvo,2008,2566.3
Torre de Moncorvo,2009,2580.0
Torre de Moncorvo,2010,2593.7
Torre de Moncorvo,2011,2607.4
Torre de Moncorvo,2012,2621.1
Torre de Moncorvo,2013,2634.8
Torre de Moncorvo,2014,2648.5
Torre de Moncorvo,2015,2662.2
Torre de Moncorvo,2016,2675.9
Torre de Moncorvo,2017,2689.6
Torre de Moncorvo,2018,2703.3
Torre de Moncorvo,2019,2717.0
Torre de Moncorvo,2020,2717.0
Vila Flor,1995,1100.6
Vila Flor,1996,982.1999999999999
Vila Flor,1997,863.8
Vila Flor,1998,745.3999999999999
Vila Flor,1999,627.0
Vila Flor,2000,665.0
Vila Flor,2001,703.0
Vila Flor,2002,741.0
Vila Flor,2003,779.0
Vila Flor,2004,817.0
Vila Flor,2005,855.0
Vila Flor,2006,893.0
Vila Flor,2007,931.0
Vila Flor,2008,969.0
Vila Flor,2009,1007.0
Vila Flor,2010,1045.0
Vila Flor,2011,1083.0
Vila Flor,2012,1121.0
Vila Flor,2013,1159.0
Vila Flor,2014,1197.0
Vila Flor,2015,1235.0
Vila Flor,2016,1273.0
Vila Flor,2017,1311.0
Vila Flor,2018,1349.0
Vila Flor,2019,1387.0
Vila Flor,2020,1387.0
Vimioso,1995,2824.2
Vimioso,1996,2838.4
Vimioso,1997,2852.6
Vimioso,1998,2866.8
Vimioso,1999,2881.0
Vimioso,2000,2971.0
Vimioso,2001,3061.0
Vimioso,2002,3151.0
Vimioso,2003,3241.0
Vimioso,2004,3331.0
Vimioso,2005,3421.0
Vimioso,2006,3511.0
Vimioso,2007,3601.0
Vimioso,2008,3691.0
Vimioso,2009,3781.0
Vimioso,2010,3871.0
Vimioso,2011,3961.0
Vimioso,2012,4051.0
Vimioso,2013,4141.0
Vimioso,2014,4231.0
Vimioso,2015,4321.0
Vimioso,2016,4411.0
Vimioso,2017,4501.0
Vimioso,2018,4591.0
Vimioso,2019,4681.0
Vimioso,2020,4681.0
Vinhais,1995,5258.6
Vinhais,1996,5308.7
Vinhais,1997,5358.8
Vinhais,1998,5408.9
Vinhais,1999,5459.0
Vinhais,2000,5408.3
Vinhais,2001,5357.6
Vinhais,2002,5306.9
Vinhais,2003,5256.2
Vinhais,2004,5205.5
Vinhais,2005,5154.8
Vinhais,2006,5104.1
Vinhais,2007,5053.4
Vinhais,2008,5002.7
Vinhais,2009,4952.0
Vinhais,2010,4901.3
Vinhais,2011,4850.6
Vinhais,2012,4799.9
Vinhais,2013,4749.2
Vinhais,2014,4698.5
Vinhais,2015,4647.8
Vinhais,2016,4597.1
Vinhais,2017,4546.4
Vinhais,2018,4495.7
Vinhais,2019,4445.0
Vinhais,2020,4445.0
Vila Nova de Foz Côa,1995,4913.0
Vila Nova de Foz Côa,1996,4658.5
Vila Nova de Foz Côa,1997,4404.0
Vila Nova de Foz Côa,1998,4149.5
Vila Nova de Foz Côa,1999,3895.0
Vila Nova de Foz Côa,2000,3605.4
Vila Nova de Foz Côa,2001,3315.8
Vila Nova de Foz Côa,2002,3026.2
Vila Nova de Foz Côa,2003,2736.6
Vila Nova de Foz Côa,2004,2447.0
Vila Nova de Foz Côa,2005,2157.3999999999996
Vila Nova de Foz Côa,2006,1867.7999999999997
Vila Nova de Foz Côa,2007,1578.1999999999998
Vila Nova de Foz Côa,2008,1288.6
Vila Nova de Foz Côa,2009,999.0
Vila Nova de Foz Côa,2010,899.1
Vila Nova de Foz Côa,2011,799.2
Vila Nova de Foz Côa,2012,699.3
Vila Nova de Foz Côa,2013,599.4
Vila Nova de Foz Côa,2014,499.5
Vila Nova de Foz Côa,2015,399.5999999999999
Vila Nova de Foz Côa,2016,299.69999999999993
Vila Nova de Foz Côa,2017,199.79999999999995
Vila Nova de Foz Côa,2018,99.89999999999998
Vila Nova de Foz Côa,2019,0.0
Vila Nova de Foz Côa,2020,0.0
Alijó,1995,698.8
Alijó,1996,728.1
Alijó,1997,757.4
Alijó,1998,786.7
Alijó,1999,816.0
Alijó,2000,808.3
Alijó,2001,800.6
Alijó,2002,792.9
Alijó,2003,785.2
Alijó,2004,777.5
Alijó,2005,769.8
Alijó,2006,762.1
Alijó,2007,754.4
Alijó,2008,746.7
Alijó,2009,739.0
Alijó,2010,731.3
Alijó,2011,723.6
Alijó,2012,715.9
Alijó,2013,708.2
Alijó,2014,700.5
Alijó,2015,692.8
Alijó,2016,685.1
Alijó,2017,677.4
Alijó,2018,669.7
Alijó,2019,662.0
Alijó,2020,662.0
Boticas,1995,5862.4
Boticas,1996,6273.799999999999
Boticas,1997,6685.2
Boticas,1998,7096.6
Boticas,1999,7508.0
Boticas,2000,7900.8
Boticas,2001,8293.6
Boticas,2002,8686.4
Boticas,2003,9079.2
Boticas,2004,9472.0
Boticas,2005,9864.8
Boticas,2006,10257.6
Boticas,2007,10650.4
Boticas,2008,11043.2
Boticas,2009,11436.0
Boticas,2010,11828.8
Boticas,2011,12221.6
Boticas,2012,12614.4
Boticas,2013,13007.2
Boticas,2014,13400.0
Boticas,2015,13792.8
Boticas,2016,14185.6
Boticas,2017,14578.4
Boticas,2018,14971.2
Boticas,2019,15364.0
Boticas,2020,15364.0
Chaves,1995,6323.8
Chaves,1996,6233.6
Chaves,1997,6143.4
Chaves,1998,6053.2
Chaves,1999,5963.0
Chaves,2000,5848.6
Chaves,2001,5734.2
Chaves,2002,5619.8
Chaves,2003,5505.4
Chaves,2004,5391.0
Chaves,2005,5276.6
Chaves,2006,5162.2
Chaves,2007,5047.8
Chaves,2008,4933.4
Chaves,2009,4819.0
Chaves,2010,4704.6
Chaves,2011,4590.2
Chaves,2012,4475.8
Chaves,2013,4361.4
Chaves,2014,4247.0
Chaves,2015,4132.6
Chaves,2016,4018.2
Chaves,2017,3903.8
Chaves,2018,3789.3999999999996
Chaves,2019,3675.0
Chaves,2020,3675.0
Mesão Frio,1995,4.0
Mesão Frio,1996,3.5
Mesão Frio,1997,3.0
Mesão Frio,1998,2.5
Mesão Frio,1999,2.0
Mesão Frio,2000,2.1
Mesão Frio,2001,2.2
Mesão Frio,2002,2.3
Mesão Frio,2003,2.4
Mesão Frio,2004,2.5
Mesão Frio,2005,2.6
Mesão Frio,2006,2.7
Mesão Frio,2007,2.8
Mesão Frio,2008,2.9
Mesão Frio,2009,3.0
Mesão Frio,2010,3.1
Mesão Frio,2011,3.2
Mesão Frio,2012,3.3
Mesão Frio,2013,3.4
Mesão Frio,2014,3.5
